behavior_id,user_id,course_id,behavior_type,event_time,duration
B00001294,U000350,C00022,finish,2026-08-10 22:53:48,2233
B00001295,U000769,C00032,view,2026-08-10 19:35:48,2126
B00001296,U000562,C00049,buy,2026-09-01 09:21:48,408
B00001297,U000311,C00094,buy,2026-08-18 10:43:48,1905
B00001298,U000757,C00012,start_learning,2026-08-26 16:18:48,3284
B00001299,U000272,C00031,view,2026-08-29 08:45:48,2750
B00001300,U000959,C00072,favorite,2026-08-15 08:00:48,2915
B00001301,U000572,C00038,view,2026-08-16 17:08:48,2128
B00001302,U000568,C00092,finish,2026-08-18 14:56:48,372
B00001303,U000661,C00052,view,2026-08-05 22:59:48,1450
B00001304,U000996,C00037,start_learning,2026-08-26 19:03:48,928
B00001305,U000225,C00020,view,2026-08-13 17:26:48,691
B00001306,U000267,C00068,view,2026-08-18 08:01:48,1553
B00001307,U000887,C00084,start_learning,2026-08-20 21:15:48,1555
B00001308,U000079,C00068,favorite,2026-08-04 23:01:48,2594
B00001309,U000974,C00028,buy,2026-08-31 04:50:48,2333
B00001310,U000328,C00071,finish,2026-08-06 00:08:48,2178
B00001311,U000334,C00035,buy,2026-08-24 01:08:48,571
B00001312,U000027,C00099,view,2026-08-31 12:44:48,1345
B00001313,U000536,C00006,favorite,2026-08-04 14:17:48,1146
B00001314,U000168,C00077,finish,2026-08-06 11:10:48,2646
B00001315,U000806,C00048,favorite,2026-08-27 03:34:48,759
B00001316,U000526,C00023,buy,2026-08-22 18:36:48,2182
B00001317,U000484,C00089,view,2026-08-03 08:15:48,609
B00001318,U000471,C00078,start_learning,2026-08-10 19:07:48,1590
B00001319,U000968,C00088,view,2026-08-12 04:58:48,1750
B00001320,U000127,C00066,favorite,2026-08-15 19:47:48,1603
B00001321,U000189,C00059,favorite,2026-08-13 12:04:48,3586
B00001322,U000807,C00046,start_learning,2026-08-26 14:53:48,2148
B00001323,U000322,C00051,view,2026-08-07 02:39:48,3533
B00001324,U000322,C00045,view,2026-08-30 19:16:48,3289
B00001325,U000803,C00080,buy,2026-08-22 05:28:48,1633
B00001326,U000451,C00059,start_learning,2026-08-23 10:03:48,2651
B00001327,U000370,C00009,start_learning,2026-08-24 07:55:48,917
B00001328,U000353,C00066,start_learning,2026-08-06 08:16:48,3212
B00001329,U000435,C00035,start_learning,2026-08-27 22:33:48,1166
B00001330,U000281,C00034,start_learning,2026-08-16 04:19:48,3487
B00001331,U000525,C00022,start_learning,2026-08-23 12:37:48,1790
B00001332,U000670,C00073,view,2026-08-16 12:20:48,1179
B00001333,U000074,C00034,finish,2026-08-25 23:11:48,994
B00001334,U000050,C00054,buy,2026-08-28 17:41:48,3600
B00001335,U000443,C00008,view,2026-08-12 22:05:48,2245
B00001336,U000274,C00009,favorite,2026-08-19 23:13:48,2328
B00001337,U000511,C00002,finish,2026-08-30 05:01:48,1345
B00001338,U000405,C00027,view,2026-08-17 10:32:48,2319
B00001339,U000359,C00094,buy,2026-08-09 00:20:48,2413
B00001340,U000961,C00039,finish,2026-08-09 03:38:48,1709
B00001341,U000226,C00004,finish,2026-08-29 12:45:48,81
B00001342,U000752,C00088,start_learning,2026-08-24 14:08:48,2616
B00001343,U000461,C00064,buy,2026-08-13 20:18:48,2505
B00001344,U000746,C00060,finish,2026-08-27 08:54:48,1387
B00001345,U000047,C00010,favorite,2026-08-18 19:30:48,2501
B00001346,U000670,C00026,view,2026-08-19 06:35:48,113
B00001347,U000781,C00008,favorite,2026-08-24 09:57:48,668
B00001348,U000671,C00057,view,2026-08-15 04:56:48,1541
B00001349,U000636,C00085,view,2026-08-09 07:09:48,2922
B00001350,U000565,C00052,finish,2026-08-27 12:59:48,2905
B00001351,U000474,C00021,view,2026-08-24 16:09:48,133
B00001352,U000891,C00005,view,2026-08-04 16:13:48,2471
B00001353,U000058,C00003,finish,2026-08-12 07:18:48,92
B00001354,U000120,C00037,buy,2026-08-10 10:55:48,1293
B00001355,U000750,C00018,start_learning,2026-08-14 18:14:48,3375
B00001356,U000307,C00045,finish,2026-08-02 23:48:48,1855
B00001357,U000512,C00093,buy,2026-08-26 11:56:48,1514
B00001358,U000109,C00034,view,2026-08-11 18:34:48,2393
B00001359,U000902,C00059,favorite,2026-08-19 09:23:48,2013
B00001360,U000793,C00095,finish,2026-08-14 22:36:48,451
B00001361,U000857,C00030,favorite,2026-08-09 04:32:48,1848
B00001362,U000668,C00074,buy,2026-08-15 06:04:48,861
B00001363,U000745,C00092,buy,2026-08-22 20:19:48,790
B00001364,U000938,C00007,view,2026-08-22 06:53:48,857
B00001365,U000085,C00014,buy,2026-08-15 22:23:48,2777
B00001366,U000700,C00098,view,2026-08-30 21:49:48,1776
B00001367,U000883,C00044,view,2026-08-07 19:19:48,489
B00001368,U000571,C00074,finish,2026-09-01 10:06:48,199
B00001369,U000648,C00075,start_learning,2026-08-07 14:14:48,444
B00001370,U000787,C00081,start_learning,2026-08-03 03:38:48,1735
B00001371,U000990,C00078,start_learning,2026-08-22 13:05:48,2443
B00001372,U000964,C00052,start_learning,2026-08-28 17:58:48,408
B00001373,U000568,C00011,view,2026-08-06 20:29:48,2441
B00001374,U000635,C00062,view,2026-08-06 19:40:48,3000
B00001375,U000798,C00057,buy,2026-08-31 02:21:48,2486
B00001376,U000754,C00005,start_learning,2026-08-10 03:41:48,421
B00001377,U000032,C00016,start_learning,2026-08-05 06:08:48,260
B00001378,U000443,C00052,view,2026-08-23 08:11:48,2062
B00001379,U000076,C00097,finish,2026-08-25 01:18:48,2865
B00001380,U000917,C00005,buy,2026-08-08 01:38:48,154
B00001381,U000446,C00030,finish,2026-08-09 18:49:48,2933
B00001382,U000342,C00091,start_learning,2026-08-14 23:41:48,1622
B00001383,U000832,C00099,finish,2026-08-24 09:43:48,1770
B00001384,U000007,C00014,finish,2026-08-17 06:03:48,3270
B00001385,U000823,C00024,start_learning,2026-08-10 04:14:48,709
B00001386,U000695,C00031,favorite,2026-08-03 15:39:48,1402
B00001387,U000631,C00077,start_learning,2026-08-08 19:05:48,738
B00001388,U000574,C00089,start_learning,2026-08-15 00:00:48,796
B00001389,U000975,C00060,start_learning,2026-08-14 06:50:48,1340
B00001390,U000691,C00090,view,2026-08-10 20:38:48,3173
B00001391,U000525,C00026,finish,2026-08-21 10:09:48,2150
B00001392,U000542,C00047,view,2026-08-24 01:05:48,3007
B00001393,U000701,C00030,start_learning,2026-08-18 19:36:48,3584
B00001394,U000295,C00074,view,2026-08-25 01:01:48,1867
B00001395,U000630,C00061,buy,2026-08-06 03:11:48,1530
B00001396,U000506,C00054,finish,2026-08-28 05:51:48,2247
B00001397,U000836,C00068,view,2026-08-17 03:14:48,3358
B00001398,U000957,C00064,start_learning,2026-08-08 13:51:48,361
B00001399,U000142,C00090,view,2026-08-19 04:55:48,2313
B00001400,U000011,C00019,favorite,2026-08-15 22:00:48,2848
B00001401,U000239,C00010,view,2026-08-26 08:21:48,602
B00001402,U000891,C00072,buy,2026-08-11 04:39:48,1643
B00001403,U000013,C00070,buy,2026-08-06 04:18:48,966
B00001404,U000083,C00097,finish,2026-08-20 14:48:48,2333
B00001405,U000040,C00062,favorite,2026-08-16 11:22:48,34
B00001406,U000515,C00085,finish,2026-08-08 10:56:48,2135
B00001407,U000808,C00001,start_learning,2026-08-10 23:12:48,1282
B00001408,U000230,C00063,finish,2026-08-12 00:57:48,2453
B00001409,U000244,C00007,start_learning,2026-08-27 04:51:48,958
B00001410,U000005,C00044,start_learning,2026-08-24 01:11:48,2755
B00001411,U000515,C00085,favorite,2026-08-17 01:20:48,834
B00001412,U000609,C00076,buy,2026-08-06 08:29:48,1554
B00001413,U000014,C00004,start_learning,2026-08-14 08:42:48,1813
B00001414,U000425,C00058,buy,2026-08-26 22:54:48,2157
B00001415,U000249,C00091,finish,2026-08-18 08:04:48,185
B00001416,U000310,C00012,finish,2026-08-25 17:11:48,501
B00001417,U000169,C00019,favorite,2026-08-22 21:42:48,703
B00001418,U000600,C00011,start_learning,2026-08-11 10:53:48,393
B00001419,U000494,C00077,start_learning,2026-08-12 01:00:48,1887
B00001420,U000387,C00059,start_learning,2026-08-09 19:49:48,697
B00001421,U000695,C00042,favorite,2026-08-11 10:22:48,836
B00001422,U000138,C00016,favorite,2026-08-25 04:19:48,188
B00001423,U000289,C00014,favorite,2026-08-30 22:46:48,716
B00001424,U000315,C00017,finish,2026-08-29 23:46:48,2069
B00001425,U000564,C00096,favorite,2026-08-05 03:57:48,1650
B00001426,U000244,C00013,favorite,2026-08-28 05:06:48,2541
B00001427,U000464,C00061,view,2026-08-28 21:13:48,3097
B00001428,U000646,C00011,finish,2026-08-20 16:38:48,62
B00001429,U000638,C00041,buy,2026-08-07 15:25:48,1649
B00001430,U000471,C00058,view,2026-08-21 05:38:48,1294
B00001431,U000790,C00086,favorite,2026-08-24 02:28:48,2506
B00001432,U000840,C00038,favorite,2026-08-25 05:03:48,418
B00001433,U000935,C00062,buy,2026-08-22 07:32:48,3507
B00001434,U000224,C00025,buy,2026-08-04 05:02:48,109
B00001435,U000704,C00074,favorite,2026-08-14 09:41:48,3123
B00001436,U000415,C00047,start_learning,2026-08-15 04:07:48,2010
B00001437,U000891,C00080,buy,2026-08-28 10:13:48,2332
B00001438,U000546,C00025,favorite,2026-08-04 21:43:48,684
B00001439,U000313,C00042,start_learning,2026-08-19 07:35:48,300
B00001440,U000330,C00047,buy,2026-08-29 22:37:48,1898
B00001441,U000543,C00003,buy,2026-08-27 08:24:48,1465
B00001442,U000399,C00079,finish,2026-08-22 00:49:48,299
B00001443,U000373,C00032,finish,2026-08-17 08:11:48,2797
B00001444,U000951,C00001,favorite,2026-08-26 04:00:48,2664
B00001445,U000284,C00003,finish,2026-08-05 05:57:48,1716
B00001446,U000238,C00027,finish,2026-09-01 10:28:48,621
B00001447,U000298,C00001,view,2026-08-20 02:27:48,3155
B00001448,U000845,C00090,start_learning,2026-08-20 14:57:48,2027
B00001449,U000741,C00056,start_learning,2026-08-24 05:35:48,1017
B00001450,U000335,C00037,view,2026-08-20 01:24:48,100
B00001451,U000546,C00078,start_learning,2026-08-27 05:59:48,459
B00001452,U000085,C00081,buy,2026-08-19 18:24:48,2105
B00001453,U000317,C00046,start_learning,2026-08-05 18:23:48,114
B00001454,U000151,C00011,favorite,2026-08-31 04:54:48,1918
B00001455,U000415,C00008,view,2026-08-09 15:48:48,2347
B00001456,U000959,C00082,favorite,2026-08-18 15:30:48,358
B00001457,U000306,C00092,finish,2026-08-18 01:52:48,2267
B00001458,U000468,C00014,favorite,2026-09-01 05:55:48,3031
B00001459,U000084,C00090,start_learning,2026-08-27 17:13:48,988
B00001460,U000947,C00086,favorite,2026-08-19 18:55:48,1717
B00001461,U000574,C00043,start_learning,2026-08-25 06:27:48,450
B00001462,U000381,C00084,favorite,2026-08-28 01:28:48,391
B00001463,U000039,C00061,favorite,2026-08-16 10:23:48,1516
B00001464,U000776,C00016,finish,2026-08-16 10:06:48,134
B00001465,U000763,C00028,favorite,2026-08-08 04:23:48,3123
B00001466,U000943,C00006,start_learning,2026-08-26 01:20:48,538
B00001467,U000019,C00088,start_learning,2026-08-30 04:31:48,3051
B00001468,U000475,C00034,start_learning,2026-08-31 10:31:48,611
B00001469,U000771,C00035,finish,2026-08-06 00:08:48,148
B00001470,U000204,C00029,favorite,2026-08-15 19:53:48,2272
B00001471,U000727,C00040,start_learning,2026-08-03 23:54:48,1297
B00001472,U000542,C00043,buy,2026-08-10 22:06:48,1582
B00001473,U000354,C00012,finish,2026-08-03 16:19:48,804
B00001474,U000689,C00073,buy,2026-08-28 00:07:48,983
B00001475,U000081,C00089,favorite,2026-08-16 10:05:48,2013
B00001476,U000335,C00006,favorite,2026-08-29 20:56:48,1577
B00001477,U000014,C00047,start_learning,2026-08-14 06:58:48,2314
B00001478,U000827,C00086,finish,2026-08-24 08:09:48,2414
B00001479,U000239,C00070,view,2026-08-20 04:07:48,3575
B00001480,U000738,C00030,view,2026-08-07 10:30:48,3183
B00001481,U000570,C00041,finish,2026-08-19 13:53:48,965
B00001482,U000575,C00020,favorite,2026-08-24 08:35:48,2402
B00001483,U000666,C00005,favorite,2026-08-22 00:12:48,1318
B00001484,U000011,C00015,start_learning,2026-08-28 22:07:48,2142
B00001485,U000750,C00088,finish,2026-08-06 02:19:48,599
B00001486,U000830,C00009,start_learning,2026-08-22 04:01:48,2775
B00001487,U000202,C00088,buy,2026-08-29 21:30:48,1343
B00001488,U000659,C00093,favorite,2026-08-28 17:49:48,3099
B00001489,U000616,C00071,start_learning,2026-08-25 01:41:48,2042
B00001490,U000935,C00061,finish,2026-08-12 03:28:48,949
B00001491,U000660,C00090,finish,2026-08-17 23:57:48,2014
B00001492,U000471,C00095,buy,2026-08-21 23:48:48,2352
B00001493,U000852,C00093,favorite,2026-08-25 11:48:48,2661
B00001494,U000162,C00064,buy,2026-08-08 15:14:48,2733
B00001495,U000148,C00020,finish,2026-08-09 15:43:48,1081
B00001496,U000231,C00055,view,2026-08-15 04:50:48,3288
B00001497,U000611,C00006,start_learning,2026-08-13 10:41:48,482
B00001498,U000328,C00076,start_learning,2026-08-18 12:55:48,2160
B00001499,U000566,C00080,favorite,2026-08-28 17:07:48,2405
B00001500,U000776,C00022,start_learning,2026-08-08 09:07:48,1198
B00001501,U000412,C00072,view,2026-08-04 13:11:48,1139
B00001502,U000216,C00081,finish,2026-08-10 16:14:48,2126
B00001503,U000997,C00044,finish,2026-08-12 22:07:48,881
B00001504,U000507,C00093,buy,2026-09-01 04:08:48,669
B00001505,U000062,C00044,start_learning,2026-08-03 11:03:48,235
B00001506,U000516,C00057,finish,2026-08-05 21:53:48,581
B00001507,U000227,C00092,view,2026-08-04 06:03:48,3080
B00001508,U000170,C00045,buy,2026-08-23 16:25:48,956
B00001509,U000484,C00029,start_learning,2026-08-30 12:25:48,3528
B00001510,U000900,C00033,start_learning,2026-08-30 15:48:48,2600
B00001511,U000454,C00081,favorite,2026-08-16 09:36:48,1671
B00001512,U000346,C00087,start_learning,2026-08-21 04:07:48,1983
B00001513,U000876,C00075,favorite,2026-08-15 17:35:48,1819
B00001514,U000469,C00061,view,2026-08-04 05:20:48,2682
B00001515,U000283,C00072,finish,2026-08-19 12:01:48,755
B00001516,U000647,C00034,view,2026-08-22 20:19:48,3117
B00001517,U000071,C00068,favorite,2026-08-07 15:11:48,2576
B00001518,U000547,C00017,finish,2026-08-10 17:27:48,3104
B00001519,U000039,C00045,favorite,2026-08-24 20:07:48,2620
B00001520,U000979,C00080,finish,2026-08-07 00:35:48,2034
B00001521,U000768,C00067,favorite,2026-08-18 13:32:48,2517
B00001522,U000019,C00007,favorite,2026-08-17 18:01:48,3394
B00001523,U000406,C00090,favorite,2026-08-08 17:04:48,1014
B00001524,U000692,C00089,finish,2026-08-26 04:40:48,2807
B00001525,U000234,C00097,favorite,2026-08-27 05:26:48,2268
B00001526,U000541,C00043,view,2026-08-12 03:19:48,1584
B00001527,U000350,C00055,buy,2026-08-27 06:11:48,3447
B00001528,U000284,C00022,favorite,2026-08-19 11:25:48,3246
B00001529,U000249,C00019,finish,2026-08-11 14:32:48,861
B00001530,U000230,C00059,buy,2026-08-10 16:21:48,75
B00001531,U000548,C00019,favorite,2026-08-31 11:10:48,310
B00001532,U000704,C00014,buy,2026-08-24 21:11:48,3464
B00001533,U000016,C00020,buy,2026-08-08 04:23:48,1974
B00001534,U000899,C00008,buy,2026-08-05 19:48:48,1879
B00001535,U000244,C00043,buy,2026-08-29 17:54:48,2114
B00001536,U000855,C00093,favorite,2026-08-29 20:47:48,914
B00001537,U000008,C00080,buy,2026-08-24 19:44:48,1677
B00001538,U000936,C00002,buy,2026-08-15 07:43:48,1109
B00001539,U000729,C00060,favorite,2026-08-14 03:48:48,2269
B00001540,U000226,C00071,finish,2026-08-16 18:39:48,2603
B00001541,U000495,C00047,view,2026-08-02 17:46:48,714
B00001542,U000654,C00054,favorite,2026-09-01 12:06:48,2624
B00001543,U000368,C00044,finish,2026-08-09 20:47:48,1939
B00001544,U000644,C00081,favorite,2026-08-23 20:21:48,3555
B00001545,U000418,C00076,favorite,2026-08-28 11:52:48,1107
B00001546,U000904,C00060,view,2026-08-11 01:41:48,262
B00001547,U000961,C00001,start_learning,2026-08-28 11:49:48,183
B00001548,U000117,C00071,view,2026-08-16 09:56:48,1576
B00001549,U000601,C00044,view,2026-08-15 10:22:48,2800
B00001550,U000151,C00013,favorite,2026-08-17 14:58:48,2745
B00001551,U000323,C00082,view,2026-08-10 07:44:48,1650
B00001552,U000301,C00054,favorite,2026-08-15 02:02:48,3354
B00001553,U000336,C00015,buy,2026-08-10 18:18:48,3195
B00001554,U000906,C00021,view,2026-08-10 14:37:48,2334
B00001555,U000124,C00023,favorite,2026-08-21 04:03:48,2009
B00001556,U000026,C00012,finish,2026-08-21 12:26:48,222
B00001557,U000548,C00093,buy,2026-08-30 00:04:48,1713
B00001558,U000968,C00017,view,2026-08-08 15:34:48,3432
B00001559,U000862,C00052,buy,2026-08-07 19:23:48,819
B00001560,U000558,C00023,finish,2026-09-01 08:47:48,3488
B00001561,U000178,C00040,view,2026-08-28 09:09:48,718
B00001562,U000121,C00048,start_learning,2026-08-12 01:21:48,557
B00001563,U000666,C00012,start_learning,2026-08-06 18:59:48,2712
B00001564,U000235,C00093,view,2026-08-21 12:37:48,997
B00001565,U000391,C00011,buy,2026-08-09 21:22:48,3421
B00001566,U000729,C00097,buy,2026-08-19 07:23:48,1930
B00001567,U000091,C00061,finish,2026-08-27 00:50:48,2425
B00001568,U000141,C00043,favorite,2026-08-23 19:37:48,883
B00001569,U000569,C00084,buy,2026-08-31 05:00:48,1166
B00001570,U000752,C00074,buy,2026-09-01 11:26:48,2972
B00001571,U000420,C00056,favorite,2026-08-19 08:09:48,2172
B00001572,U000220,C00039,view,2026-08-30 19:24:48,636
B00001573,U000923,C00027,start_learning,2026-08-05 00:40:48,1879
B00001574,U000953,C00022,buy,2026-08-03 13:59:48,2306
B00001575,U000771,C00015,start_learning,2026-08-31 00:39:48,1598
B00001576,U000889,C00090,view,2026-08-29 06:08:48,779
B00001577,U000620,C00085,start_learning,2026-08-18 00:11:48,1933
B00001578,U000968,C00082,buy,2026-08-14 17:35:48,624
B00001579,U000513,C00071,view,2026-08-25 11:47:48,3383
B00001580,U000707,C00009,finish,2026-08-13 01:46:48,1114
B00001581,U000427,C00019,start_learning,2026-08-05 09:55:48,2860
B00001582,U000599,C00063,favorite,2026-08-27 15:15:48,707
B00001583,U000145,C00028,start_learning,2026-08-12 00:20:48,948
B00001584,U000772,C00083,buy,2026-08-05 04:09:48,649
B00001585,U000015,C00074,start_learning,2026-08-11 02:25:48,3160
B00001586,U000165,C00009,finish,2026-08-14 15:11:48,2361
B00001587,U000804,C00004,buy,2026-08-13 11:27:48,2617
B00001588,U000223,C00068,start_learning,2026-08-15 04:06:48,3139
B00001589,U000608,C00086,start_learning,2026-08-31 22:10:48,738
B00001590,U000073,C00082,finish,2026-08-09 12:28:48,842
B00001591,U000579,C00023,finish,2026-08-11 07:37:48,2498
B00001592,U000579,C00090,buy,2026-08-16 11:54:48,2002
B00001593,U000015,C00013,view,2026-08-28 07:48:48,2718
B00001594,U000942,C00058,start_learning,2026-08-26 22:17:48,2952
B00001595,U000383,C00046,favorite,2026-08-06 11:42:48,2071
B00001596,U000204,C00099,view,2026-08-27 08:07:48,983
B00001597,U000963,C00047,buy,2026-08-23 05:58:48,1210
B00001598,U000297,C00077,buy,2026-08-12 20:41:48,492
B00001599,U000358,C00071,view,2026-08-21 20:25:48,1000
B00001600,U000219,C00031,view,2026-08-05 20:45:48,3472
B00001601,U000124,C00038,favorite,2026-09-01 12:18:48,2036
B00001602,U000771,C00062,finish,2026-08-23 23:57:48,2100
B00001603,U000101,C00078,buy,2026-08-19 23:20:48,3082
B00001604,U000835,C00052,buy,2026-08-22 08:41:48,3168
B00001605,U000476,C00046,finish,2026-08-08 11:13:48,1642
B00001606,U000987,C00044,finish,2026-08-30 01:42:48,654
B00001607,U000628,C00090,view,2026-08-08 16:56:48,560
B00001608,U000162,C00009,buy,2026-08-06 23:03:48,3028
B00001609,U000418,C00005,view,2026-08-08 10:43:48,3532
B00001610,U000961,C00063,start_learning,2026-08-18 13:50:48,360
B00001611,U000681,C00065,start_learning,2026-08-27 15:10:48,702
B00001612,U000706,C00093,start_learning,2026-08-09 19:25:48,2465
B00001613,U000607,C00058,buy,2026-08-10 07:41:48,199
B00001614,U000590,C00028,start_learning,2026-08-11 01:20:48,1801
B00001615,U000499,C00043,view,2026-08-04 08:46:48,1888
B00001616,U000274,C00017,buy,2026-08-23 15:17:48,164
B00001617,U000283,C00093,buy,2026-08-23 19:35:48,105
B00001618,U000275,C00054,start_learning,2026-08-27 19:59:48,3002
B00001619,U000205,C00026,buy,2026-08-15 00:55:48,2085
B00001620,U000582,C00027,finish,2026-08-07 03:47:48,2087
B00001621,U000666,C00044,finish,2026-08-28 23:20:48,652
B00001622,U000064,C00009,favorite,2026-08-16 16:40:48,2401
B00001623,U000132,C00091,favorite,2026-08-12 11:10:48,3176
B00001624,U000589,C00070,view,2026-08-16 14:40:48,3575
B00001625,U000247,C00042,favorite,2026-08-19 17:50:48,3208
B00001626,U000238,C00092,start_learning,2026-08-15 02:05:48,531
B00001627,U000656,C00067,view,2026-09-01 01:21:48,2121
B00001628,U000702,C00055,buy,2026-08-24 13:54:48,3173
B00001629,U000967,C00072,buy,2026-08-07 04:37:48,863
B00001630,U000766,C00078,favorite,2026-09-01 07:41:48,171
B00001631,U000462,C00083,view,2026-08-30 09:33:48,804
B00001632,U000204,C00056,finish,2026-08-17 18:39:48,1945
B00001633,U000533,C00009,start_learning,2026-08-08 00:44:48,1375
B00001634,U000540,C00054,favorite,2026-08-30 12:41:48,2045
B00001635,U000152,C00069,finish,2026-08-11 19:35:48,966
B00001636,U000207,C00037,finish,2026-08-11 21:40:48,468
B00001637,U000242,C00097,finish,2026-08-29 10:20:48,1748
B00001638,U000029,C00044,favorite,2026-08-30 09:02:48,369
B00001639,U000342,C00026,start_learning,2026-08-29 09:49:48,216
B00001640,U000910,C00027,view,2026-08-31 00:47:48,1057
B00001641,U000087,C00097,favorite,2026-08-11 14:10:48,2019
B00001642,U000648,C00020,favorite,2026-08-13 16:14:48,3242
B00001643,U000852,C00016,favorite,2026-08-17 02:47:48,2165
B00001644,U000401,C00001,favorite,2026-08-12 18:01:48,2384
B00001645,U000313,C00070,start_learning,2026-08-12 16:55:48,2918
B00001646,U000677,C00046,buy,2026-08-16 23:14:48,2649
B00001647,U000105,C00097,finish,2026-08-16 08:05:48,220
B00001648,U000835,C00008,view,2026-08-10 08:19:48,648
B00001649,U000056,C00079,start_learning,2026-08-29 04:08:48,856
B00001650,U000213,C00019,finish,2026-08-28 19:27:48,3202
B00001651,U000446,C00036,buy,2026-08-31 22:37:48,606
B00001652,U000952,C00074,favorite,2026-08-08 00:38:48,3400
B00001653,U000311,C00010,start_learning,2026-08-16 00:29:48,2981
B00001654,U000974,C00095,buy,2026-08-18 19:15:48,1349
B00001655,U000394,C00045,start_learning,2026-08-10 17:53:48,442
B00001656,U000945,C00015,buy,2026-08-14 15:53:48,3421
B00001657,U000136,C00016,favorite,2026-08-05 03:54:48,1770
B00001658,U000622,C00049,favorite,2026-08-06 12:52:48,464
B00001659,U000771,C00023,buy,2026-08-07 16:43:48,1972
B00001660,U000584,C00016,view,2026-08-14 01:51:48,2326
B00001661,U000439,C00064,start_learning,2026-08-25 19:38:48,2348
B00001662,U000312,C00032,favorite,2026-08-25 12:52:48,191
B00001663,U000719,C00004,buy,2026-08-10 03:01:48,2375
B00001664,U000367,C00081,buy,2026-09-01 04:27:48,1881
B00001665,U000835,C00087,start_learning,2026-08-06 17:32:48,1762
B00001666,U000038,C00001,buy,2026-08-16 01:57:48,2331
B00001667,U000823,C00011,finish,2026-08-09 20:11:48,1482
B00001668,U000325,C00052,buy,2026-08-05 08:52:48,3149
B00001669,U000296,C00094,favorite,2026-08-13 12:28:48,1544
B00001670,U000185,C00094,buy,2026-08-14 07:48:48,3240
B00001671,U000602,C00005,start_learning,2026-08-23 18:25:48,2500
B00001672,U000358,C00080,buy,2026-08-04 23:50:48,1342
B00001673,U000675,C00097,finish,2026-08-09 23:33:48,745
B00001674,U000334,C00058,view,2026-08-09 00:01:48,2001
B00001675,U000573,C00071,view,2026-08-14 23:58:48,3049
B00001676,U000400,C00097,finish,2026-08-28 02:32:48,2505
B00001677,U000883,C00097,buy,2026-08-03 00:41:48,79
B00001678,U000944,C00090,favorite,2026-08-31 22:38:48,1955
B00001679,U000431,C00010,finish,2026-08-03 09:47:48,144
B00001680,U000248,C00072,finish,2026-08-16 14:38:48,1190
B00001681,U000807,C00096,buy,2026-08-07 03:46:48,938
B00001682,U000654,C00031,favorite,2026-08-24 22:49:48,954
B00001683,U000149,C00061,start_learning,2026-08-03 12:18:48,2031
B00001684,U000365,C00072,favorite,2026-08-31 04:16:48,2962
B00001685,U000268,C00075,finish,2026-08-14 19:35:48,1296
B00001686,U000292,C00006,view,2026-08-10 04:21:48,2988
B00001687,U000684,C00072,favorite,2026-08-04 14:05:48,837
B00001688,U000027,C00063,finish,2026-08-30 18:23:48,345
B00001689,U000807,C00015,finish,2026-08-09 05:09:48,410
B00001690,U000804,C00032,view,2026-08-23 07:12:48,2472
B00001691,U000031,C00065,view,2026-08-06 17:06:48,3331
B00001692,U000612,C00097,buy,2026-08-26 22:29:48,1487
B00001693,U000989,C00021,start_learning,2026-08-29 16:43:48,1101
B00001694,U000122,C00017,view,2026-08-30 01:19:48,2902
B00001695,U000586,C00010,view,2026-08-27 04:54:48,3201
B00001696,U000652,C00048,favorite,2026-08-14 09:36:48,1959
B00001697,U000680,C00079,favorite,2026-08-13 04:11:48,3473
B00001698,U000813,C00011,favorite,2026-08-24 12:40:48,313
B00001699,U000771,C00047,buy,2026-08-21 00:56:48,1874
B00001700,U000775,C00001,view,2026-08-11 16:50:48,2851
B00001701,U000926,C00082,start_learning,2026-08-19 00:47:48,1953
B00001702,U000447,C00017,favorite,2026-08-08 22:23:48,2864
B00001703,U000935,C00036,view,2026-08-10 03:21:48,702
B00001704,U000919,C00007,finish,2026-08-08 16:00:48,3107
B00001705,U000506,C00030,buy,2026-08-26 23:43:48,2482
B00001706,U000140,C00052,buy,2026-08-12 16:37:48,1921
B00001707,U000778,C00024,view,2026-08-09 00:07:48,1423
B00001708,U000622,C00004,start_learning,2026-08-09 22:11:48,2737
B00001709,U000138,C00094,finish,2026-08-16 09:54:48,2291
B00001710,U000690,C00018,favorite,2026-08-28 01:37:48,3458
B00001711,U000606,C00091,view,2026-08-03 01:18:48,2518
B00001712,U000230,C00071,finish,2026-09-01 06:56:48,1688
B00001713,U000226,C00098,view,2026-08-12 06:10:48,1025
B00001714,U000941,C00012,start_learning,2026-08-22 19:06:48,1600
B00001715,U000363,C00094,favorite,2026-08-11 17:51:48,3249
B00001716,U000307,C00061,finish,2026-08-28 10:44:48,3288
B00001717,U000475,C00060,buy,2026-08-18 01:31:48,2374
B00001718,U000629,C00053,favorite,2026-08-28 16:04:48,2905
B00001719,U000023,C00073,buy,2026-08-02 18:52:48,1834
B00001720,U000812,C00038,view,2026-08-10 06:00:48,3533
B00001721,U000332,C00004,buy,2026-08-10 06:56:48,1447
B00001722,U000111,C00026,view,2026-08-04 21:35:48,740
B00001723,U000441,C00077,view,2026-08-14 15:50:48,2828
B00001724,U000400,C00024,favorite,2026-08-06 22:10:48,1653
B00001725,U000492,C00097,view,2026-08-30 14:18:48,1553
B00001726,U000130,C00016,view,2026-08-11 07:07:48,287
B00001727,U000480,C00087,view,2026-08-18 22:09:48,3046
B00001728,U000142,C00025,view,2026-08-06 04:58:48,36
